row__PRDLST_REPORT_NO,row__LCNS_NO,row__PRDLST_NM,row__BSSH_NM,row__PRDLST_DCNM,row__RAWMTRL_NM,,,,,,
199104450777571,19910445077,(DELI)로제크림소스,주식회사 동방푸드마스타,소스,과채가공품. 마늘. 가공치즈. 혼합분유. 변성전분. 설탕. 가공치즈. 콩기름(대두유). 기타가공품. 정제소금. 효모추출물. 소스. 복합조미식품. 폴리인산나트륨. 시클로덱스트린. 천연향신료. 천연향신료. 구연산. 천연향신료. 정제수. 식물성크림. 과채가공품. 양파. 과채가공품,,,,,,
200604452191127,20060445219,(EU 전용) 김치양념소스,(주)아워홈,소스,잔탄검. 정제소금. 설탕. 다시마추출액. D-소비톨액. 정제수. 과당. L-글루탐산나트륨,,,,,,
200803602841206,20080360284,(G)모닝롤생지,홈플러스 주식회사,빵류,설탕. 우유. 정제수. 밀가루. 곡류가공품. 기타가공품. 정제소금. 효모. 혼합분유. 살균전란액. 가공버터,,,,,,
200803602841205,20080360284,(G)식빵생지,홈플러스 주식회사,빵류,곡류가공품. 기타가공품. 정제소금. 효모. 살균전란액. 우유. 설탕. 가공버터. 정제수. 밀가루,,,,,,
20150493208290,20150493208,(Gtable)곤드레나물밥,(주)태송,즉석조리식품,쌀. 고려엉겅퀴. 소스. 채종유(유채유또는카놀라유). 정제소금. 들기름,,,,,,
20150493208291,20150493208,(Gtable)새우볶음밥,(주)태송,즉석조리식품,천연향신료. 수산물가공품. 5'-리보뉴클레오티드이나트륨. 복합조미식품. 참기름. 버터. 소스. 정제소금. 마가린. 소스. 옥수수기름(옥배유). 청피망. 사탕옥수수. 홍피망. 양파. 대파. 당근. 쌀. 새우,,,,,,
20150493208292,20150493208,(Gtable)소불고기볶음밥,(주)태송,즉석조리식품,정제소금. 마늘. 향미유. 옥수수기름(옥배유). 설탕. 마가린. 소스. 소스. 표고버섯. 양배추. 당근. 청피망. 대파. 양파. 소고기. 쌀. 천연향신료. L-글루탐산나트륨제제. 참기름,,,,,,
20070208179531,20070208179,(H)블루베리머핀,(주)에스알씨,빵류,박력분. 설탕. 전란액. 버터. 우유. 건조블루베리. 베이킹파우더. 재제소금(재제조소금),,,,,,
198503110019493,19850311001,(HMR)부대찌개양념,태원식품산업(주),소스,마늘. 김치. 두류가공품. 쇠고기맛본다시. 고춧가루. 소스. 식용우지. 식육추출가공품. 자연치즈. 된장. 토마토페이스트. 복합조미식품. 정제소금. L-글루탐산나트륨. 변성전분. 파프리카추출색소. 천연향신료. 5'-리보뉴클레오티드이나트륨. 효모식품. 천연향신료. 정제수,,,,,,
20030076114276,20030076114,(ISP)콤비네이션 냉동피자,(주)블루에프앤비,빵류,빵류. 치즈. 과.채가공품. 소스. 소시지. 절임식품. 프레스햄. 프레스햄. 청피망. 양파,,,,,,
2020050765292,20200507652,(ITSU)달콤한간장맛김,만전식품(주),조미김,정제소금. 참기름. 간장분말. 옥수수기름(옥배유). 김,,,,,,
20000345240356,20000345240,(ITSU)스리라차맛김,만전식품(주),조미김,김. 복합조미식품. 옥수수기름(옥배유). 참기름. 정제소금,,,,,,
2020050765293,20200507652,(ITSU)와사비맛김,만전식품(주),조미김,옥수수기름(옥배유). 김. 정제소금. 참기름. 와사비시즈닝,,,,,,
19880311001719,19880311001,(LC)치토스시즈닝,롯데웰푸드(주)안산공장,복합조미식품,곡류가공품. L-글루타민산나트륨. 건조효모제품. 효소처리스테비아. 양파분말. 제삼인산칼슘. 건마늘분말. 5'-리보뉴클레오티드이나트륨. 이산화규소. 구연산. 혼합제제. 혼합제제. 파프리카추출색소. 혼합제제. 수크랄로스. 백설탕. 복합조미식품. 간장분말,,,,,,
2021008709978,20210087099,(LITE)블랙 반죽,데일리에프엔비 유한회사,기타가공품,곡류가공품. 코코아분말. 미강유(현미유). 아몬드분말. 박력쌀가루. 당류가공품. 가공두유. 천일염. 덱스트린. 베이킹파우더. 변성전분. 당류가공품,,,,,,
2021008709913,20210087099,(LITE)블랙카카오 스프레드,데일리에프엔비 유한회사,기타가공품,초콜릿. 가공두유. 알룰로오스. 코코아분말. 코코아버터. 당류가공품. 천일염,,,,,,
2021008709977,20210087099,(LITE)카카오 반죽,데일리에프엔비 유한회사,기타가공품,곡류가공품. 베이킹파우더. 미강유(현미유). 아몬드분말. 코코아분말. 덱스트린. 변성전분. 천일염. 당류가공품. 박력쌀가루. 가공두유. 당류가공품,,,,,,
2021008709912,20210087099,(LITE)카카오 스프레드,데일리에프엔비 유한회사,기타가공품,알룰로오스. 코코넛오일. 코코아분말. 당류가공품. 천일염. 가공두유,,,,,,
20100308257917,20100308257,(MCP)마법의시즈닝가루[갈릭],(주)아름터,복합조미식품,복합조미식품. 기타가공품. 새우추출분말. 천연향신료. 천연향신료. 향미유. 향미유. 젤란검. 분리대두단백. 분말셀룰로스. 과.채가공품. 옥수수전분. 정제소금. 설탕. 간장분말. 기타가공품. 식물성크림. 전지분유. 멥쌀가루. 파프리카추출색소. 천연향신료. 마늘에센셜오일,,,,,,
20100308257914,20100308257,(MCP)마법의치킨가루[마일드],(주)아름터,복합조미식품,식물성크림. 복합조미식품. 기타가공품. 파프리카추출색소. 향미유. 천연향신료. 새우추출분말. 천연향신료. 천연향신료. 혼합제제. 향미유. 젤란검. 분말셀룰로스. 과.채가공품. 분리대두단백. 덱스트린. 스모크향. 설탕. 정제소금. 간장분말. 기타가공품. 전지분유. 멥쌀가루,,,,,,
20100308257915,20100308257,(MCP)마법의치킨가루[스파이시],(주)아름터,복합조미식품,복합조미식품. 기타가공품. 식물성크림. 멥쌀가루. 전지분유. 간장분말. 기타가공품. 정제소금. 설탕. 과.채가공품. 덱스트린. 분리대두단백. 분말셀룰로스. 젤란검. 향미유. 올레오레진 캪시컴. 천연향신료. 새우추출분말. 천연향신료. 천연향신료. 파프리카추출색소,,,,,,
20100308257916,20100308257,(MCP)마법의치킨가루[커리],(주)아름터,복합조미식품,기타가공품. 복합조미식품. 식물성크림. 멥쌀가루. 전지분유. 카레분말. 간장분말. 정제소금. 덱스트린. 설탕. 과.채가공품. 분리대두단백. 젤란검. 향미유. 천연향신료. 새우추출분말. 천연향신료. 천연향신료. 파프리카추출색소,,,,,,
2016034703230,20160347032,(METAenzyme)메타엔자임 효소크런치,주식회사 푸르농,효소식품,수크랄로스. 분말결정포도당. 태움용융소금. 검정콩볶은가루. 유산균혼합분말. 프락토올리고당. 난소화성말토덱스트린(고시형). 질경이껍질분말. 코코아분말. 초콜릿. 두류가공품. 효소식품. 과자,,,,,,
2016034703234,20160347032,(METAenzyme)메타엔자임 효소크런치 레몬,주식회사 푸르농,효소식품,수크랄로스. 효소처리스테비아. 효소식품. 과자. 효소식품. 두류가공품. 자일리톨. 레몬맛분말. 곡류가공품. 캔디류. 분말결정포도당. 효소식품. 효소식품. 질경이껍질분말. DL-사과산. 태움용융소금. 난소화성말토덱스트린(고시형). 프락토올리고당. 검정콩볶은가루. 유산균혼합분말,,,,,,
2016034703235,20160347032,(METAenzyme)메타엔자임 효소크런치 레몬홍차,주식회사 푸르농,효소식품,과자. 효소식품. 효소식품. 두류가공품. 곡류가공품. 자일리톨. 레몬맛분말. 초콜릿. 홍차분말. 효소식품. 효소식품. 질경이껍질분말. 홍차향. 태움용융소금. DL-사과산. 난소화성말토덱스트린(고시형). 프락토올리고당. 검정콩볶은가루. 유산균혼합분말,,,,,,
2016034703231,20160347032,(METAenzyme)메타엔자임 효소크런치S,주식회사 푸르농,효소식품,과자. 효소식품. 수크랄로스. 분말결정포도당. 태움용융소금. 검정콩볶은가루. 유산균혼합분말. 프락토올리고당. 난소화성말토덱스트린(고시형). 질경이껍질분말. 코코아분말. 초콜릿. 두류가공품,,,,,,
20080360284966,20080360284,(Mon)치즈케이크(2호),홈플러스 주식회사,빵류,연성치즈. 정제소금. 베이킹파우더포뮬러. 식물성크림. 백설탕. 살균전란액. 소맥분. 난황액. 우유. 콩기름(대두유). 레몬주스. 가공버터. 식품첨가물혼합제제. 물엿,,,,,,
200803602841128,20080360284,(Mon)치즈케이크3호(냉동),홈플러스 주식회사,빵류,식품첨가물혼합제제. 자연치즈. 식물성크림. 백설탕. 살균전란액. 박력분. 난황액. 우유. 레몬주스. 콩기름(대두유). 가공버터. 물엿. 베이킹파우더포뮬러. 정제소금,,,,,,
200803602841168,20080360284,(N)big애플파이생지,홈플러스 주식회사,빵류,과.채가공품. 밀가루. 가공버터. 정제수. 전란액. 설탕. 정제소금. 혼합분유,,,,,,
200803602841121,20080360284,(N)사각파이제조용생지(160g),홈플러스 주식회사,빵류,설탕. 정제소금. 탈지분유. 밀가루. 가공버터. 정제수. 전란,,,,,,
20080360284975,20080360284,(N)옥수수쁘띠찰빵생지,홈플러스 주식회사,빵류,식품첨가물혼합제제. 정제수. 쇼트닝. 식품첨가물혼합제제. 곡류가공품. 살균전란액. 소맥분. 기타가공품. 설탕. 정제소금. 콩기름(대두유),,,,,,
200803602841145,20080360284,(N)정통단팥빵생지(200g),홈플러스 주식회사,빵류,밀가루. 정제수. 백설탕. 전란액. 가공버터. 호두분태. 탈지분유. 효모. 정제소금. 곡류가공품. 유화제. 통팥앙금,,,,,,
200803602841191,20080360284,(N)커피비스켓(80g),홈플러스 주식회사,빵류,커피. 탄산수소나트륨. 베이킹파우더포뮬러. 물엿. 살균전란액. 가공버터. 백설탕. 박력분,,,,,,
2019040510830,20190405108,(NCC) 프리미엄 예멘모카 마타리 블랜드,주식회사베라커피아울렛,커피,볶은커피원두,,,,,,
2019040510829,20190405108,(NCC) 프리미엄 파나마 에스메랄다 블랜드,주식회사베라커피아울렛,커피,볶은커피원두,,,,,,
200403064182766,20040306418,(NEW)런치롤샌드위치,에스피엘주식회사,즉석섭취식품,양파. 절임식품. 과채주스. 천일염. 설탕. 파슬리플레이크. 후추열매. 토마토열매. 프레스햄. 양상추. 가공치즈. 절임식품. 마요네즈. 오이. 파프리카. 상추. 빵류,,,,,,
200403421721338,20040342172,(NEW)바베큐소스-CPK,담원푸드(주),소스,물엿. 정제수. 토마토페이스트. 설탕. 소고기엑기스. 히코리스모크향. 전분. 발효식초. 혼합간장. 천연향료(Mustard). 스모크향. 소고기엑기스분말. 계피가루. 복합조미식품. 생강가루. 잔탄검. 구연산. 카라멜색소. 후추가루. 건마늘분말. 양파분말. 정제소금,,,,,,
20220397234314,20220397234,(NEW)사계절비빔밥(재료),㈜슈퍼메이커즈 제2센트럴키친,기타가공품,다진마늘. 참기름. 혼합장. 된장. 대파. 콩기름(대두유). 소스. 배추. 무. 소고기. 표고버섯. 삶은고사리. 건조참취. 당근. 알가열제품. 소스. 소스. 들깨가루. 혼합간장. 정제수. 참깨. 가공소금. 물엿. 소스. 소스. 콩가루. 기타가공품. 재제소금(재제조소금). 마요네즈. 들기름. 설탕. 소스. 후추가루. 고춧가루. 고추장,,,,,,
200304432175293,20030443217,(NEW)새우젓소스,프레시플러스 주식회사,소스,정제수. 젓갈. 설탕. 향신료조제품. 정제소금. 주정. 소스. 잔탄검. L-글루탐산나트륨. 5-리보뉴클레오티드이나트륨. 고춧가루. 과채주스. 식품첨가물혼합제제,,,,,,
200304432174160,20030443217,(NEW)피제이명품갈릭디핑치즈소스,프레시플러스 주식회사,소스,마요네즈. 정제수. 물엿. 설탕. 마늘. 변성전분. 콩기름(대두유). 소스. 기타가공품. 향신료조제품. 기타가공품. 향신료조제품. 정제소금. 과채가공품. 건마늘조각. 기타가공품,,,,,,
20080360284784,20080360284,(New)슈크림빵생지,홈플러스 주식회사,빵류,기타가공품. 밀가루. 정제수. 백설탕. 살균전란액. 가공버터. 혼합탈지분유. 냉동이스트. 정제소금. 곡류가공품. 유화제,,,,,,
200206143691993,20020614369,(New4)잡채용키트,롯데후레쉬델리카제3호 주식회사,즉석섭취식품,양파. 소스. 당면. 천연향신료. 정제소금. 소스. 콩기름(대두유). 건목이버섯. 홍피망. 청피망. 정제수. 당근. 알가열제품. 돼지고기,,,,,,
200003470522910,20000347052,(New4)잡채용키트,롯데후레쉬델리카제1호 주식회사,즉석섭취식품,당면. 소스. 양파. 돼지고기. 알가열제품. 당근. 정제수. 청피망. 홍피망. 건목이버섯. 콩기름(대두유). 소스. 정제소금. 천연향신료,,,,,,
200206143692300,20020614369,(New5)잡채용키트,롯데후레쉬델리카제3호 주식회사,즉석섭취식품,후추가루. 정제소금. 소스. 콩기름(대두유). 목이버섯. 당근. 홍피망. 알가열제품. 청피망. 돼지고기. 양파. 정제수. 당면. 소스,,,,,,
200003470522741,20000347052,(New5)잡채용키트,롯데후레쉬델리카제1호 주식회사,즉석섭취식품,소스. 당면. 정제수. 양파. 돼지고기. 청피망. 알가열제품. 홍피망. 당근. 목이버섯. 콩기름(대두유). 소스. 정제소금. 후추가루,,,,,,
200206143692594,20020614369,(New6)잡채용키트,롯데후레쉬델리카제3호 주식회사,즉석섭취식품,건면. 양파. 부추. 알가열제품. 건목이버섯. 당근. 청피망. 홍피망,,,,,,
200003470522883,20000347052,(New6)잡채용키트,롯데후레쉬델리카제1호 주식회사,즉석섭취식품,당면. 양파. 부추. 알가열제품. 건목이버섯. 당근. 청피망. 홍피망,,,,,,
2017031141535,20170311415,(P)갓김치,대도김치,김치,마늘. 찹쌀풀. 양파. 액젓. 고춧가루. 생강. 젓갈. 육수. 절임갓. 백설탕,,,,,,
2017031141536,20170311415,(P)겉절이,대도김치,김치,생강. 물엿. 볶은참깨. 백설탕. 마늘. 젓갈. 액젓. 찹쌀풀. 부추. 양파. 고춧가루. 육수. 절임배추,,,,,,
2017031141532,20170311415,(P)깍두기,대도김치,김치,생강. 백설탕. 젓갈. 액젓. 양파. 고춧가루. 밀가루풀. 마늘. 대파. 절임무,,,,,,
2017031141547,20170311415,(P)깻잎김치,대도김치,김치,백설탕. 양파. 양조간장. 들깻잎. 육수. 고춧가루. 생강. 볶은참깨. 당근. 파. 찹쌀풀. 마늘. 액젓,,,,,,
2017031141542,20170311415,(P)나박김치,대도김치,김치,생강. 정제소금. 파. 고춧가루. 마늘. 당근. 찹쌀풀. 양파. 배추. 무. 정제수,,,,,,
2017031141544,20170311415,(P)동치미,대도김치,김치,대파. 파. 찹쌀풀. 생강. 양파. 마늘. 무. 정제수. 절인고추. 정제소금,,,,,,
2017031141521,20170311415,(P)맛김치,대도김치,김치,정제수. 절임배추. 액젓. 젓갈. 대파. 백설탕. 마늘. 고춧가루. 생강,,,,,,
2017031141550,20170311415,(P)무말랭이무침,대도김치,김치,고춧잎. 파. 생강. 마늘. 액젓. 볶은참깨. 찹쌀풀. 양파. 백설탕. 물엿. 고춧가루. 양조간장. 무말랭이. 육수,,,,,,
2017031141538,20170311415,(P)백김치,대도김치,김치,절임배추. 마늘. 당근. 양파. 배. 무. 정제수. 잣. 생강. 밤. 파. 정제소금. 찹쌀풀,,,,,,
2017031141546,20170311415,(P)보쌈김치,대도김치,김치,잣. 생강. 밤. 파. 백설탕. 마늘. 젓갈. 액젓. 찹쌀풀. 배. 양파. 고춧가루. 육수. 절임배추,,,,,,
2017031141551,20170311415,(P)부추김치,대도김치,김치,생강. 젓갈. 정제소금. 양파. 마늘. 백설탕. 액젓. 고춧가루. 부추,,,,,,
2017031141534,20170311415,(P)석박지,대도김치,김치,생강. 젓갈. 액젓. 백설탕. 양파. 절임무. 마늘. 고춧가루. 대파. 밀가루풀,,,,,,
